"nr_num_consultations_phys","d_completed","cd_regio"
"6","2020-03-19","VLA"
"16","2020-03-19","VLA"
"11","2020-03-19","VLA"
"15","2020-03-19","VLA"
"2","2020-03-19","WAL"
"20","2020-03-19","VLA"
"18","2020-03-19","VLA"
"5","2020-03-19","VLA"
"9","2020-03-19","VLA"
"4","2020-03-19","VLA"
"5","2020-03-19","VLA"
"3","2020-03-19","VLA"
"7","2020-03-19","VLA"
"3","2020-03-19","VLA"
"30","2020-03-19","VLA"
"10","2020-03-19","VLA"
"11","2020-03-19","VLA"
"1","2020-03-19","VLA"
"10","2020-03-19","VLA"
"3","2020-03-19","WAL"
"0","2020-03-19","VLA"
"35","2020-03-19","VLA"
"16","2020-03-19","VLA"
"20","2020-03-19","VLA"
"17","2020-03-19","VLA"
"18","2020-03-19","VLA"
"17","2020-03-19","VLA"
"0","2020-03-19","WAL"
"6","2020-03-19","VLA"
"10","2020-03-19","VLA"
"5","2020-03-19","VLA"
"4","2020-03-19","VLA"
"12","2020-03-19","VLA"
"7","2020-03-19","VLA"
"5","2020-03-19","VLA"
"0","2020-03-19","WAL"
"22","2020-03-19","VLA"
"22","2020-03-19","VLA"
"10","2020-03-19","VLA"
"8","2020-03-19","VLA"
"4","2020-03-19","VLA"
"6","2020-03-19","VLA"
"8","2020-03-19","VLA"
"3","2020-03-19","VLA"
"0","2020-03-19","WAL"
"16","2020-03-19","VLA"
"0","2020-03-19","WAL"
"17","2020-03-19","VLA"
"5","2020-03-19","VLA"
"6","2020-03-19","BRU"
"5","2020-03-19","VLA"
"1","2020-03-19","WAL"
"3","2020-03-19","VLA"
"22","2020-03-19","VLA"
"20","2020-03-19","VLA"
"20","2020-03-19","VLA"
"4","2020-03-19","WAL"
"12","2020-03-19","BRU"
"3","2020-03-19","VLA"
"4","2020-03-19","VLA"
"15","2020-03-19","VLA"
"14","2020-03-19","VLA"
"18","2020-03-19","VLA"
"4","2020-03-19","VLA"
"13","2020-03-19","VLA"
"15","2020-03-19","VLA"
"6","2020-03-19","WAL"
"9","2020-03-19","VLA"
"5","2020-03-19","WAL"
"45","2020-03-19","VLA"
"59","2020-03-19","VLA"
"9","2020-03-19","WAL"
"4","2020-03-19","WAL"
"18","2020-03-19","VLA"
"15","2020-03-19","VLA"
"8","2020-03-19","VLA"
"10","2020-03-19","WAL"
"6","2020-03-19","WAL"
"18","2020-03-19","VLA"
"3","2020-03-19","VLA"
"0","2020-03-19","WAL"
"14","2020-03-19","VLA"
"0","2020-03-19","VLA"
"21","2020-03-19","VLA"
"25","2020-03-19","VLA"
"20","2020-03-19","VLA"
"3","2020-03-19","VLA"
"8","2020-03-19","WAL"
"14","2020-03-19","VLA"
"10","2020-03-19","VLA"
"12","2020-03-19","VLA"
"2","2020-03-19","VLA"
"12","2020-03-19","VLA"
"15","2020-03-19","VLA"
"8","2020-03-19","VLA"
"65","2020-03-19","VLA"
"7","2020-03-19","VLA"
"5","2020-03-19","VLA"
"16","2020-03-19","VLA"
"20","2020-03-19","VLA"
"7","2020-03-19","VLA"
"14","2020-03-19","VLA"
"15","2020-03-19","WAL"
"8","2020-03-19","VLA"
"15","2020-03-19","WAL"
"7","2020-03-19","VLA"
"33","2020-03-19","VLA"
"10","2020-03-19","VLA"
"5","2020-03-19","VLA"
"6","2020-03-19","VLA"
"8","2020-03-19","VLA"
"10","2020-03-19","VLA"
"0","2020-03-19","WAL"
"8","2020-03-19","WAL"
"13","2020-03-19","VLA"
"4","2020-03-19","VLA"
"42","2020-03-19","VLA"
"10","2020-03-19","VLA"
"5","2020-03-19","VLA"
"21","2020-03-19","VLA"
"2","2020-03-19","VLA"
"15","2020-03-19","VLA"
"5","2020-03-19","WAL"
"15","2020-03-19","VLA"
"5","2020-03-19","VLA"
"6","2020-03-19","VLA"
"2","2020-03-20","VLA"
"0","2020-03-20","WAL"
"4","2020-03-20","VLA"
"12","2020-03-20","VLA"
"19","2020-03-20","VLA"
"9","2020-03-20","WAL"
"3","2020-03-20","VLA"
"4","2020-03-20","VLA"
"9","2020-03-20","BRU"
"5","2020-03-20","VLA"
"1","2020-03-20","BRU"
"20","2020-03-20","VLA"
"1","2020-03-20","WAL"
"7","2020-03-20","BRU"
"26","2020-03-20","VLA"
"24","2020-03-20","VLA"
"2","2020-03-20","BRU"
"3","2020-03-20","WAL"
"8","2020-03-20","WAL"
"1","2020-03-20","VLA"
"11","2020-03-20","BRU"
"8","2020-03-20","VLA"
"8","2020-03-20","VLA"
"19","2020-03-20","VLA"
"0","2020-03-20","VLA"
"10","2020-03-20","VLA"
"6","2020-03-20","VLA"
"0","2020-03-20","VLA"
"0","2020-03-20","WAL"
"10","2020-03-20","VLA"
"20","2020-03-20","VLA"
"3","2020-03-20","VLA"
"12","2020-03-20","VLA"
"10","2020-03-20","VLA"
"7","2020-03-20","WAL"
"6","2020-03-20","VLA"
"0","2020-03-20","VLA"
"14","2020-03-20","VLA"
"16","2020-03-20","VLA"
"25","2020-03-20","VLA"
"0","2020-03-20","WAL"
"4","2020-03-20","WAL"
"25","2020-03-20","VLA"
"10","2020-03-20","VLA"
"17","2020-03-20","VLA"
"10","2020-03-20","VLA"
"0","2020-03-20","WAL"
"14","2020-03-20","VLA"
"4","2020-03-20","WAL"
"1","2020-03-20","WAL"
"2","2020-03-20","WAL"
"25","2020-03-20","VLA"
"32","2020-03-20","VLA"
"1","2020-03-20","VLA"
"4","2020-03-20","WAL"
"6","2020-03-20","VLA"
"3","2020-03-20","VLA"
"9","2020-03-20","VLA"
"14","2020-03-20","VLA"
"2","2020-03-20","WAL"
"11","2020-03-20","VLA"
"15","2020-03-20","VLA"
"38","2020-03-20","VLA"
"12","2020-03-20","VLA"
"12","2020-03-20","VLA"
"43","2020-03-20","VLA"
"13","2020-03-20","VLA"
"14","2020-03-20","VLA"
"16","2020-03-20","VLA"
"40","2020-03-20","VLA"
"13","2020-03-20","VLA"
"20","2020-03-20","VLA"
"20","2020-03-20","VLA"
"3","2020-03-20","VLA"
"6","2020-03-20","VLA"
"20","2020-03-20","VLA"
"9","2020-03-20","WAL"
"20","2020-03-20","VLA"
"2","2020-03-20","WAL"
"2","2020-03-20","BRU"
"8","2020-03-20","VLA"
"11","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"5","2020-03-20","VLA"
"12","2020-03-20","BRU"
"6","2020-03-20","VLA"
"0","2020-03-20","WAL"
"2","2020-03-20","VLA"
"30","2020-03-20","VLA"
"32","2020-03-20","VLA"
"6","2020-03-20","VLA"
"4","2020-03-20","VLA"
"0","2020-03-20","WAL"
"5","2020-03-20","WAL"
"3","2020-03-20","WAL"
"16","2020-03-20","VLA"
"2","2020-03-20","BRU"
"15","2020-03-20","VLA"
"1","2020-03-20","BRU"
"6","2020-03-20","VLA"
"11","2020-03-20","VLA"
"3","2020-03-20","VLA"
"3","2020-03-20","BRU"
"12","2020-03-20","VLA"
"3","2020-03-20","WAL"
"11","2020-03-20","WAL"
"3","2020-03-20","VLA"
"0","2020-03-20","VLA"
"4","2020-03-20","VLA"
"6","2020-03-20","VLA"
"15","2020-03-20","VLA"
"8","2020-03-20","VLA"
"7","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"11","2020-03-20","VLA"
"8","2020-03-20","VLA"
"5","2020-03-20","VLA"
"14","2020-03-20","WAL"
"0","2020-03-20","VLA"
"3","2020-03-20","VLA"
"5","2020-03-20","VLA"
"10","2020-03-20","VLA"
"21","2020-03-20","VLA"
"10","2020-03-20","BRU"
"6","2020-03-20","VLA"
"7","2020-03-20","VLA"
"12","2020-03-20","VLA"
"2","2020-03-20","WAL"
"15","2020-03-20","VLA"
"30","2020-03-20","VLA"
"0","2020-03-20","VLA"
"0","2020-03-20","VLA"
"8","2020-03-20","VLA"
"3","2020-03-20","VLA"
"3","2020-03-20","WAL"
"4","2020-03-20","VLA"
"15","2020-03-20","VLA"
"18","2020-03-20","VLA"
"4","2020-03-20","VLA"
"3","2020-03-20","BRU"
"40","2020-03-20","VLA"
"11","2020-03-20","VLA"
"15","2020-03-20","VLA"
"2","2020-03-20","VLA"
"8","2020-03-20","VLA"
"7","2020-03-20","VLA"
"10","2020-03-20","VLA"
"12","2020-03-20","VLA"
"19","2020-03-20","VLA"
"7","2020-03-20","WAL"
"14","2020-03-20","VLA"
"1","2020-03-20","VLA"
"12","2020-03-20","VLA"
"6","2020-03-20","VLA"
"1","2020-03-20","BRU"
"0","2020-03-20","VLA"
"2","2020-03-20","VLA"
"5","2020-03-20","VLA"
"8","2020-03-20","VLA"
"2","2020-03-20","VLA"
"4","2020-03-20","VLA"
"29","2020-03-20","VLA"
"14","2020-03-20","VLA"
"12","2020-03-20","VLA"
"15","2020-03-20","VLA"
"30","2020-03-20","VLA"
"6","2020-03-20","WAL"
"9","2020-03-20","VLA"
"5","2020-03-20","VLA"
"3","2020-03-20","VLA"
"0","2020-03-20","BRU"
"6","2020-03-20","VLA"
"12","2020-03-20","VLA"
"10","2020-03-20","VLA"
"2","2020-03-20","VLA"
"30","2020-03-20","VLA"
"0","2020-03-20","VLA"
"15","2020-03-20","BRU"
"1","2020-03-20","WAL"
"17","2020-03-20","VLA"
"9","2020-03-20","VLA"
"2","2020-03-20","VLA"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"4","2020-03-20","WAL"
"5","2020-03-20","VLA"
"6","2020-03-20","VLA"
"18","2020-03-20","VLA"
"18","2020-03-20","WAL"
"9","2020-03-20","VLA"
"15","2020-03-20","WAL"
"15","2020-03-20","VLA"
"1","2020-03-20","WAL"
"4","2020-03-20","VLA"
"5","2020-03-20","WAL"
"8","2020-03-20","VLA"
"2","2020-03-20","VLA"
"10","2020-03-20","VLA"
"1","2020-03-20","WAL"
"41","2020-03-20","VLA"
"37","2020-03-20","VLA"
"40","2020-03-20","VLA"
"3","2020-03-20","WAL"
"7","2020-03-20","VLA"
"12","2020-03-20","VLA"
"6","2020-03-20","VLA"
"12","2020-03-20","WAL"
"6","2020-03-20","WAL"
"9","2020-03-20","VLA"
"8","2020-03-20","VLA"
"2","2020-03-20","VLA"
"0","2020-03-20","BRU"
"3","2020-03-20","WAL"
"9","2020-03-20","WAL"
"4","2020-03-20","WAL"
"10","2020-03-20","WAL"
"19","2020-03-20","VLA"
"11","2020-03-20","VLA"
"44","2020-03-20","VLA"
"3","2020-03-20","WAL"
"12","2020-03-20","VLA"
"8","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"9","2020-03-20","VLA"
"8","2020-03-20","VLA"
"8","2020-03-20","VLA"
"6","2020-03-20","VLA"
"9","2020-03-20","VLA"
"15","2020-03-20","VLA"
"3","2020-03-20","BRU"
"4","2020-03-20","WAL"
"8","2020-03-20","WAL"
"1","2020-03-20","VLA"
"27","2020-03-20","VLA"
"17","2020-03-20","WAL"
"0","2020-03-20","BRU"
"3","2020-03-20","WAL"
"0","2020-03-20","WAL"
"11","2020-03-20","VLA"
"0","2020-03-20","VLA"
"25","2020-03-20","VLA"
"1","2020-03-20","WAL"
"24","2020-03-20","VLA"
"2","2020-03-20","WAL"
"12","2020-03-20","VLA"
"1","2020-03-20","VLA"
"13","2020-03-20","VLA"
"6","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","WAL"
"10","2020-03-20","BRU"
"12","2020-03-20","VLA"
"7","2020-03-20","VLA"
"38","2020-03-20","VLA"
"15","2020-03-20","VLA"
"10","2020-03-20","VLA"
"1","2020-03-20","WAL"
"0","2020-03-20","WAL"
"5","2020-03-20","VLA"
"5","2020-03-20","VLA"
"5","2020-03-20","WAL"
"24","2020-03-20","VLA"
"3","2020-03-20","VLA"
"11","2020-03-20","VLA"
"4","2020-03-20","VLA"
"3","2020-03-20","VLA"
"4","2020-03-20","WAL"
"0","2020-03-20","WAL"
"1","2020-03-20","VLA"
"22","2020-03-20","VLA"
"0","2020-03-20","VLA"
"7","2020-03-20","WAL"
"1","2020-03-20","WAL"
"24","2020-03-20","VLA"
"5","2020-03-20","VLA"
"7","2020-03-20","VLA"
"5","2020-03-20","VLA"
"21","2020-03-20","VLA"
"10","2020-03-20","BRU"
"14","2020-03-20","VLA"
"2","2020-03-20","WAL"
"6","2020-03-20","VLA"
"3","2020-03-20","WAL"
"4","2020-03-20","VLA"
"3","2020-03-20","VLA"
"10","2020-03-20","VLA"
"6","2020-03-20","VLA"
"6","2020-03-20","VLA"
"4","2020-03-20","VLA"
"4","2020-03-20","VLA"
"22","2020-03-20","VLA"
"8","2020-03-20","VLA"
"10","2020-03-20","VLA"
"8","2020-03-20","VLA"
"12","2020-03-20","VLA"
"35","2020-03-20","VLA"
"16","2020-03-20","VLA"
"10","2020-03-20","VLA"
"21","2020-03-20","VLA"
"1","2020-03-20","WAL"
"10","2020-03-20","VLA"
"3","2020-03-20","VLA"
"19","2020-03-20","VLA"
"37","2020-03-20","VLA"
"2","2020-03-20","WAL"
"15","2020-03-20","VLA"
"1","2020-03-20","VLA"
"8","2020-03-20","VLA"
"6","2020-03-20","VLA"
"18","2020-03-20","VLA"
"4","2020-03-20","VLA"
"8","2020-03-20","WAL"
"0","2020-03-20","WAL"
"4","2020-03-20","VLA"
"1","2020-03-20","WAL"
"7","2020-03-20","BRU"
"8","2020-03-20","VLA"
"30","2020-03-20","VLA"
"4","2020-03-20","VLA"
"10","2020-03-20","VLA"
"7","2020-03-20","VLA"
"36","2020-03-20","WAL"
"9","2020-03-20","VLA"
"5","2020-03-20","WAL"
"6","2020-03-20","VLA"
"7","2020-03-20","VLA"
"15","2020-03-20","VLA"
"4","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"18","2020-03-20","VLA"
"4","2020-03-20","WAL"
"15","2020-03-20","VLA"
"11","2020-03-20","VLA"
"0","2020-03-20","WAL"
"8","2020-03-20","VLA"
"0","2020-03-20","VLA"
"12","2020-03-20","VLA"
"3","2020-03-20","VLA"
"0","2020-03-20","WAL"
"40","2020-03-20","VLA"
"11","2020-03-20","VLA"
"0","2020-03-20","WAL"
"4","2020-03-20","WAL"
"9","2020-03-20","BRU"
"3","2020-03-20","VLA"
"0","2020-03-20","WAL"
"4","2020-03-20","WAL"
"9","2020-03-20","VLA"
"0","2020-03-20","VLA"
"20","2020-03-20","VLA"
"18","2020-03-20","VLA"
"5","2020-03-20","VLA"
"16","2020-03-20","VLA"
"12","2020-03-20","VLA"
"1","2020-03-20","BRU"
"2","2020-03-20","VLA"
"0","2020-03-20","WAL"
"8","2020-03-20","VLA"
"10","2020-03-20","VLA"
"15","2020-03-20","VLA"
"4","2020-03-20","VLA"
"15","2020-03-20","VLA"
"4","2020-03-20","VLA"
"15","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"6","2020-03-20","VLA"
"3","2020-03-20","VLA"
"5","2020-03-20","WAL"
"10","2020-03-20","VLA"
"16","2020-03-20","VLA"
"0","2020-03-20","BRU"
"4","2020-03-20","WAL"
"4","2020-03-20","WAL"
"7","2020-03-20","VLA"
"3","2020-03-20","VLA"
"0","2020-03-20","VLA"
"0","2020-03-20","BRU"
"0","2020-03-20","VLA"
"0","2020-03-20","VLA"
"4","2020-03-20","VLA"
"4","2020-03-20","VLA"
"38","2020-03-20","VLA"
"7","2020-03-20","WAL"
"20","2020-03-20","VLA"
"15","2020-03-20","VLA"
"21","2020-03-20","VLA"
"15","2020-03-20","WAL"
"1","2020-03-20","WAL"
"0","2020-03-20","VLA"
"60","2020-03-20","VLA"
"5","2020-03-20","VLA"
"0","2020-03-20","VLA"
"10","2020-03-20","VLA"
"14","2020-03-20","VLA"
"1","2020-03-20","WAL"
"4","2020-03-20","VLA"
"8","2020-03-20","VLA"
"18","2020-03-20","VLA"
"20","2020-03-20","VLA"
"0","2020-03-20","WAL"
"17","2020-03-20","VLA"
"8","2020-03-20","VLA"
"6","2020-03-20","VLA"
"0","2020-03-20","WAL"
"0","2020-03-20","VLA"
"7","2020-03-20","BRU"
"23","2020-03-20","VLA"
"10","2020-03-20","WAL"
"10","2020-03-20","VLA"
"8","2020-03-20","VLA"
"5","2020-03-20","VLA"
"5","2020-03-20","VLA"
"24","2020-03-20","VLA"
"6","2020-03-20","VLA"
"11","2020-03-20","VLA"
"8","2020-03-20","VLA"
"7","2020-03-20","VLA"
"2","2020-03-20","WAL"
"2","2020-03-20","WAL"
"0","2020-03-20","WAL"
"8","2020-03-20","BRU"
"8","2020-03-20","VLA"
"6","2020-03-20","VLA"
"0","2020-03-20","WAL"
"17","2020-03-20","VLA"
"7","2020-03-20","WAL"
"6","2020-03-20","VLA"
"5","2020-03-20","WAL"
"0","2020-03-20","WAL"
"2","2020-03-20","WAL"
"11","2020-03-20","VLA"
"4","2020-03-20","VLA"
"12","2020-03-20","VLA"
"22","2020-03-20","VLA"
"3","2020-03-20","VLA"
"7","2020-03-20","VLA"
"7","2020-03-20","VLA"
"4","2020-03-20","VLA"
"5","2020-03-20","WAL"
"16","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"12","2020-03-20","VLA"
"0","2020-03-20","WAL"
"16","2020-03-20","WAL"
"5","2020-03-20","WAL"
"10","2020-03-20","WAL"
"18","2020-03-20","VLA"
"6","2020-03-20","VLA"
"8","2020-03-20","WAL"
"1","2020-03-20","VLA"
"13","2020-03-20","VLA"
"4","2020-03-20","VLA"
"6","2020-03-20","VLA"
"5","2020-03-20","VLA"
"12","2020-03-20","VLA"
"6","2020-03-20","WAL"
"15","2020-03-20","VLA"
"5","2020-03-20","VLA"
"2","2020-03-20","BRU"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"3","2020-03-20","VLA"
"25","2020-03-20","VLA"
"11","2020-03-20","WAL"
"1","2020-03-20","BRU"
"5","2020-03-20","VLA"
"9","2020-03-20","VLA"
"1","2020-03-20","WAL"
"8","2020-03-20","VLA"
"5","2020-03-20","VLA"
"10","2020-03-20","VLA"
"25","2020-03-20","VLA"
"25","2020-03-20","BRU"
"3","2020-03-20","WAL"
"13","2020-03-20","VLA"
"9","2020-03-20","VLA"
"5","2020-03-20","VLA"
"2","2020-03-20","WAL"
"5","2020-03-20","VLA"
"5","2020-03-20","WAL"
"2","2020-03-20","BRU"
"2","2020-03-20","WAL"
"0","2020-03-20","BRU"
"18","2020-03-20","VLA"
"8","2020-03-20","VLA"
"10","2020-03-20","WAL"
"5","2020-03-20","BRU"
"7","2020-03-20","VLA"
"11","2020-03-20","BRU"
"18","2020-03-20","VLA"
"30","2020-03-20","VLA"
"6","2020-03-20","VLA"
"10","2020-03-20","VLA"
"3","2020-03-20","WAL"
"1","2020-03-20","BRU"
"1","2020-03-20","BRU"
"0","2020-03-20","VLA"
"4","2020-03-20","VLA"
"10","2020-03-20","VLA"
"19","2020-03-20","VLA"
"9","2020-03-20","VLA"
"36","2020-03-20","VLA"
"19","2020-03-20","VLA"
"5","2020-03-20","VLA"
"3","2020-03-20","VLA"
"19","2020-03-20","VLA"
"14","2020-03-20","VLA"
"5","2020-03-20","VLA"
"5","2020-03-20","VLA"
"3","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"14","2020-03-20","BRU"
"2","2020-03-20","VLA"
"6","2020-03-20","VLA"
"10","2020-03-20","VLA"
"2","2020-03-20","VLA"
"3","2020-03-20","VLA"
"6","2020-03-20","VLA"
"10","2020-03-20","VLA"
"3","2020-03-20","VLA"
"4","2020-03-20","VLA"
"22","2020-03-20","VLA"
"18","2020-03-20","VLA"
"10","2020-03-20","VLA"
"19","2020-03-20","VLA"
"5","2020-03-20","VLA"
"7","2020-03-20","VLA"
"5","2020-03-20","VLA"
"8","2020-03-20","WAL"
"13","2020-03-20","VLA"
"6","2020-03-20","WAL"
"14","2020-03-20","VLA"
"5","2020-03-20","VLA"
"0","2020-03-21","VLA"
"1","2020-03-21","VLA"
"8","2020-03-21","WAL"
"1","2020-03-21","VLA"
"2","2020-03-21","BRU"
"10","2020-03-21","WAL"
"0","2020-03-21","WAL"
"2","2020-03-21","VLA"
"9","2020-03-21","VLA"
"2","2020-03-21","BRU"
"0","2020-03-21","WAL"
"5","2020-03-21","BRU"
"3","2020-03-21","VLA"
"5","2020-03-21","VLA"
"0","2020-03-21","BRU"
"10","2020-03-21","WAL"
"18","2020-03-21","VLA"
"1","2020-03-21","WAL"
"0","2020-03-21","WAL"
"10","2020-03-21","VLA"
"6","2020-03-21","VLA"
"10","2020-03-21","VLA"
"3","2020-03-21","VLA"
"0","2020-03-21","BRU"
"5","2020-03-21","VLA"
"0","2020-03-21","WAL"
"0","2020-03-21","VLA"
"9","2020-03-21","VLA"
"7","2020-03-21","VLA"
"6","2020-03-21","VLA"
"2","2020-03-21","WAL"
"8","2020-03-21","VLA"
"0","2020-03-21","WAL"
"20","2020-03-21","WAL"
"26","2020-03-21","VLA"
"8","2020-03-21","VLA"
"3","2020-03-21","VLA"
"0","2020-03-21","VLA"
"8","2020-03-21","VLA"
"3","2020-03-21","WAL"
"0","2020-03-21","WAL"
"2","2020-03-21","VLA"
"5","2020-03-21","VLA"
"0","2020-03-21","WAL"
"5","2020-03-21","WAL"
"10","2020-03-21","VLA"
"5","2020-03-21","VLA"
"4","2020-03-21","VLA"
"4","2020-03-21","WAL"
"0","2020-03-21","WAL"
"10","2020-03-21","VLA"
"13","2020-03-21","VLA"
"2","2020-03-21","VLA"
"0","2020-03-21","VLA"
"4","2020-03-21","WAL"
"1","2020-03-21","VLA"
"0","2020-03-21","WAL"
"0","2020-03-21","BRU"
"18","2020-03-21","VLA"
"1","2020-03-21","VLA"
"14","2020-03-21","VLA"
"4","2020-03-21","VLA"
"5","2020-03-21","VLA"
"3","2020-03-21","VLA"
"5","2020-03-21","VLA"
"33","2020-03-21","VLA"
"3","2020-03-21","VLA"
"2","2020-03-21","VLA"
"0","2020-03-21","VLA"
"2","2020-03-21","WAL"
"28","2020-03-21","VLA"
"0","2020-03-21","VLA"
"0","2020-03-21","WAL"
"8","2020-03-21","WAL"
"22","2020-03-21","VLA"
"0","2020-03-21","WAL"
"0","2020-03-21","WAL"
"11","2020-03-21","WAL"
"5","2020-03-21","BRU"
"20","2020-03-21","VLA"
"2","2020-03-21","WAL"
"4","2020-03-21","WAL"
"5","2020-03-21","VLA"
"0","2020-03-21","WAL"
"0","2020-03-21","WAL"
"3","2020-03-21","WAL"
"10","2020-03-21","WAL"
"10","2020-03-21","WAL"
"12","2020-03-21","VLA"
"10","2020-03-21","VLA"
"4","2020-03-21","WAL"
"5","2020-03-21","VLA"
"8","2020-03-21","VLA"
"1","2020-03-21","VLA"
"4","2020-03-21","WAL"
"30","2020-03-21","VLA"
"4","2020-03-21","VLA"
"2","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","BRU"
"0","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","BRU"
"0","2020-03-22","WAL"
"0","2020-03-22","VLA"
"1","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","BRU"
"1","2020-03-22","VLA"
"0","2020-03-22","BRU"
"0","2020-03-22","BRU"
"0","2020-03-22","WAL"
"11","2020-03-22","VLA"
"5","2020-03-22","VLA"
"1","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"19","2020-03-22","VLA"
"0","2020-03-22","VLA"
"0","2020-03-22","BRU"
"2","2020-03-22","VLA"
"1","2020-03-22","WAL"
"0","2020-03-22","BRU"
"0","2020-03-22","BRU"
"0","2020-03-22","VLA"
"2","2020-03-22","VLA"
"5","2020-03-22","WAL"
"20","2020-03-22","VLA"
"25","2020-03-22","VLA"
"1","2020-03-22","VLA"
"0","2020-03-22","WAL"
"15","2020-03-22","VLA"
"0","2020-03-22","VLA"
"0","2020-03-22","VLA"
"1","2020-03-22","VLA"
"2","2020-03-22","VLA"
"1","2020-03-22","VLA"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"3","2020-03-22","VLA"
"2","2020-03-22","VLA"
"2","2020-03-22","VLA"
"0","2020-03-22","VLA"
"1","2020-03-22","WAL"
"12","2020-03-22","VLA"
"11","2020-03-23","VLA"
"10","2020-03-23","VLA"
"9","2020-03-23","VLA"
"12","2020-03-23","VLA"
"30","2020-03-23","VLA"
"7","2020-03-23","WAL"
"3","2020-03-23","VLA"
"61","2020-03-23","VLA"
"11","2020-03-23","VLA"
"47","2020-03-23","VLA"
"12","2020-03-23","WAL"
"25","2020-03-23","VLA"
"18","2020-03-23","VLA"
"10","2020-03-23","VLA"
"0","2020-03-23","WAL"
"42","2020-03-23","VLA"
"7","2020-03-23","VLA"
"31","2020-03-23","VLA"
"10","2020-03-23","WAL"
"0","2020-03-23","BRU"
"12","2020-03-23","VLA"
"5","2020-03-23","VLA"
"0","2020-03-23","WAL"
"23","2020-03-23","VLA"
"12","2020-03-23","VLA"
"10","2020-03-23","WAL"
"14","2020-03-23","VLA"
"3","2020-03-23","VLA"
"40","2020-03-23","VLA"
"3","2020-03-23","WAL"
"6","2020-03-23","WAL"
"11","2020-03-23","VLA"
"4","2020-03-23","BRU"
"4","2020-03-23","VLA"
"6","2020-03-23","VLA"
"2","2020-03-23","WAL"
"5","2020-03-23","VLA"
"0","2020-03-23","VLA"
"31","2020-03-23","VLA"
"7","2020-03-23","VLA"
"2","2020-03-23","VLA"
"15","2020-03-23","VLA"
"4","2020-03-23","WAL"
"12","2020-03-23","VLA"
"1","2020-03-23","VLA"
"15","2020-03-23","VLA"
"12","2020-03-23","VLA"
"6","2020-03-23","VLA"
"12","2020-03-23","WAL"
"29","2020-03-23","VLA"
"17","2020-03-23","VLA"
"12","2020-03-23","VLA"
"1","2020-03-23","VLA"
"9","2020-03-23","VLA"
"58","2020-03-23","VLA"
"32","2020-03-23","VLA"
"4","2020-03-23","VLA"
"7","2020-03-23","VLA"
"5","2020-03-23","VLA"
"35","2020-03-23","VLA"
"30","2020-03-23","VLA"
"7","2020-03-23","WAL"
"2","2020-03-23","WAL"
"13","2020-03-23","WAL"
"10","2020-03-23","VLA"
"0","2020-03-23","WAL"
"30","2020-03-23","VLA"
"3","2020-03-23","BRU"
"22","2020-03-23","BRU"
"21","2020-03-23","VLA"
"25","2020-03-23","VLA"
"3","2020-03-23","WAL"
"2","2020-03-23","VLA"
"2","2020-03-23","VLA"
"27","2020-03-23","VLA"
"13","2020-03-23","VLA"
"7","2020-03-23","VLA"
"20","2020-03-23","VLA"
"14","2020-03-23","VLA"
"5","2020-03-23","VLA"
"2","2020-03-23","WAL"
"3","2020-03-23","WAL"
"1","2020-03-23","WAL"
"2","2020-03-23","WAL"
"6","2020-03-23","VLA"
"27","2020-03-23","VLA"
"30","2020-03-23","VLA"
"14","2020-03-23","BRU"
"10","2020-03-23","VLA"
"13","2020-03-23","VLA"
"35","2020-03-23","VLA"
"4","2020-03-23","VLA"
"1","2020-03-23","VLA"
"4","2020-03-23","VLA"
"7","2020-03-23","VLA"
"4","2020-03-23","VLA"
"45","2020-03-23","VLA"
"7","2020-03-23","VLA"
"1","2020-03-23","VLA"
"31","2020-03-23","VLA"
"24","2020-03-23","VLA"
"12","2020-03-23","VLA"
"2","2020-03-23","WAL"
"3","2020-03-23","WAL"
"8","2020-03-23","VLA"
"4","2020-03-23","VLA"
"1","2020-03-23","VLA"
"50","2020-03-23","VLA"
"7","2020-03-23","WAL"
"17","2020-03-23","VLA"
"3","2020-03-23","VLA"
"12","2020-03-23","VLA"
"0","2020-03-23","WAL"
"17","2020-03-23","VLA"
