"nr_num_employees_current","d_completed","cd_regio"
"3","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1.5","2020-04-01","VLA"
"2","2020-04-01","BRU"
"5","2020-04-01","VLA"
"2","2020-04-01","WAL"
"3","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-02","WAL"
"3","2020-04-02","WAL"
"0","2020-04-02","VLA"
"4","2020-04-02","VLA"
"5","2020-04-02","VLA"
"7","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"3","2020-04-02","WAL"
"6","2020-04-02","WAL"
"4","2020-04-02","VLA"
"2","2020-04-02","WAL"
"5","2020-04-02","VLA"
"6","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","WAL"
"3","2020-04-02","VLA"
"6","2020-04-02","WAL"
"6","2020-04-02","WAL"
"4","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"1","2020-04-02","WAL"
"4","2020-04-02","BRU"
"2","2020-04-02","WAL"
"3","2020-04-02","VLA"
"3","2020-04-02","BRU"
"1","2020-04-02","VLA"
"4","2020-04-02","WAL"
"2","2020-04-02","BRU"
"3","2020-04-02","VLA"
"6","2020-04-02","VLA"
"2","2020-04-02","VLA"
"4","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"2","2020-04-02","BRU"
"4","2020-04-02","VLA"
"4","2020-04-02","BRU"
"1","2020-04-02","VLA"
"4","2020-04-02","VLA"
"7","2020-04-02","VLA"
"2","2020-04-02","WAL"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"2","2020-04-02","WAL"
"5","2020-04-02","BRU"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"5","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"2","2020-04-02","WAL"
"3","2020-04-02","BRU"
"3","2020-04-02","VLA"
"1","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","VLA"
"9","2020-04-02","WAL"
"4","2020-04-02","WAL"
"1","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","BRU"
"2","2020-04-02","BRU"
"3","2020-04-02","VLA"
"10","2020-04-02","VLA"
"9","2020-04-02","BRU"
"4","2020-04-02","VLA"
"5","2020-04-02","WAL"
"2","2020-04-02","VLA"
"7","2020-04-02","WAL"
"1","2020-04-02","VLA"
"3","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"5","2020-04-02","WAL"
"3","2020-04-02","WAL"
"1","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","BRU"
"3","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"4","2020-04-02","WAL"
"6","2020-04-02","VLA"
"5","2020-04-02","WAL"
"2","2020-04-02","VLA"
"5","2020-04-02","WAL"
"2","2020-04-02","WAL"
"3","2020-04-02","VLA"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"5","2020-04-02","WAL"
"5","2020-04-02","WAL"
"5","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"4","2020-04-02","VLA"
"3","2020-04-02","VLA"
"7","2020-04-02","WAL"
"3","2020-04-02","VLA"
"3","2020-04-02","BRU"
"1","2020-04-02","WAL"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"4","2020-04-02","WAL"
"2","2020-04-02","BRU"
"4","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"1","2020-04-02","VLA"
"6","2020-04-02","VLA"
"4","2020-04-02","BRU"
"2","2020-04-02","VLA"
"1","2020-04-02","BRU"
"6","2020-04-02","VLA"
"0","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","VLA"
"4","2020-04-02","WAL"
"3","2020-04-02","VLA"
"4","2020-04-02","WAL"
"9","2020-04-02","WAL"
"1","2020-04-02","BRU"
"4","2020-04-02","VLA"
"4","2020-04-02","BRU"
"4","2020-04-02","VLA"
"1","2020-04-02","WAL"
"4","2020-04-02","VLA"
"1","2020-04-02","WAL"
"3","2020-04-02","VLA"
"3","2020-04-02","WAL"
"5","2020-04-02","WAL"
"2","2020-04-02","BRU"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"3","2020-04-02","VLA"
"6","2020-04-02","WAL"
"4","2020-04-02","BRU"
"5","2020-04-02","VLA"
"4","2020-04-02","VLA"
"8","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","VLA"
"2","2020-04-02","BRU"
"3","2020-04-02","WAL"
"5","2020-04-02","VLA"
"3","2020-04-02","VLA"
"5","2020-04-02","VLA"
"3","2020-04-02","BRU"
"2","2020-04-02","VLA"
"8","2020-04-02","WAL"
"1","2020-04-02","VLA"
"11","2020-04-02","BRU"
"3","2020-04-03","VLA"
"4","2020-04-03","WAL"
"5","2020-04-03","VLA"
"7","2020-04-03","WAL"
"5","2020-04-03","WAL"
"5","2020-04-03","WAL"
"4","2020-04-03","VLA"
"7","2020-04-03","WAL"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"3","2020-04-03","WAL"
"5","2020-04-03","WAL"
"10","2020-04-03","VLA"
"3","2020-04-03","VLA"
"5","2020-04-03","VLA"
"3","2020-04-03","VLA"
"4","2020-04-03","WAL"
"5","2020-04-03","BRU"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"02","2020-04-03","BRU"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"2","2020-04-03","VLA"
"6","2020-04-03","VLA"
"2","2020-04-03","WAL"
"3","2020-04-03","VLA"
"4","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","WAL"
"3","2020-04-03","VLA"
"5","2020-04-03","WAL"
"4","2020-04-03","VLA"
"6","2020-04-03","BRU"
"3","2020-04-03","WAL"
"5","2020-04-03","BRU"
"5","2020-04-03","VLA"
"5","2020-04-03","WAL"
"3","2020-04-03","VLA"
"1.5","2020-04-03","VLA"
"2","2020-04-03","VLA"
"1","2020-04-03","WAL"
"9","2020-04-03","VLA"
"2","2020-04-04","VLA"
"4","2020-04-04","BRU"
"9","2020-04-04","WAL"
"3","2020-04-04","WAL"
"4","2020-04-04","WAL"
"2","2020-04-04","VLA"
"7","2020-04-04","BRU"
"4","2020-04-04","VLA"
"1","2020-04-04","WAL"
"6","2020-04-04","WAL"
"1","2020-04-04","WAL"
"2","2020-04-04","VLA"
"2","2020-04-04","VLA"
"1","2020-04-04","BRU"
"5","2020-04-04","VLA"
"4","2020-04-04","VLA"
"2","2020-04-05","VLA"
"1","2020-04-05","VLA"
"4","2020-04-05","WAL"
"7","2020-04-05","VLA"
"4","2020-04-06","VLA"
"5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1.5","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","WAL"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"6","2020-04-06","BRU"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"5","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"8","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"5","2020-04-06","VLA"
"4","2020-04-06","WAL"
"5","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"12","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","BRU"
"5","2020-04-06","VLA"
"4","2020-04-06","BRU"
"2","2020-04-06","VLA"
"8","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"5","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"4","2020-04-06","BRU"
"5","2020-04-06","BRU"
"7","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","BRU"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","WAL"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"10","2020-04-06","VLA"
"2","2020-04-06","VLA"
"5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1.5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"5","2020-04-06","BRU"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","WAL"
"4","2020-04-06","BRU"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"12","2020-04-06","VLA"
"2","2020-04-06","WAL"
"4","2020-04-06","BRU"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"4","2020-04-06","WAL"
"4","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"6","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"7","2020-04-06","VLA"
"3","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"6","2020-04-06","VLA"
"3","2020-04-06","WAL"
"2","2020-04-06","BRU"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","WAL"
"4","2020-04-06","VLA"
"6","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"5","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"5","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-07","VLA"
"8","2020-04-07","WAL"
"4","2020-04-07","VLA"
"2","2020-04-07","BRU"
"5","2020-04-07","WAL"
"2","2020-04-07","BRU"
"5","2020-04-07","VLA"
"6","2020-04-07","VLA"
"2","2020-04-07","VLA"
"2","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"3","2020-04-07","VLA"
"3","2020-04-07","VLA"
"1.5","2020-04-07","VLA"
"1","2020-04-07","VLA"
"3","2020-04-07","VLA"
"5","2020-04-07","VLA"
"10","2020-04-07","VLA"
"2","2020-04-07","VLA"
"5","2020-04-07","BRU"
"1","2020-04-07","VLA"
"3","2020-04-07","BRU"
"2","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"2","2020-04-07","VLA"
"4","2020-04-07","VLA"
"3","2020-04-07","BRU"
"2","2020-04-07","VLA"
"3","2020-04-07","VLA"
"4","2020-04-07","VLA"
"1","2020-04-07","VLA"
"3","2020-04-07","BRU"
"4","2020-04-07","VLA"
"0","2020-04-07","BRU"
"4","2020-04-07","VLA"
"1.5","2020-04-07","VLA"
"3","2020-04-07","VLA"
"4","2020-04-07","BRU"
"4","2020-04-07","VLA"
"2","2020-04-07","VLA"
"1","2020-04-07","WAL"
"1","2020-04-07","VLA"
"5","2020-04-07","VLA"
"5","2020-04-07","VLA"
"4","2020-04-07","VLA"
"4","2020-04-07","VLA"
"3","2020-04-07","VLA"
"3","2020-04-07","BRU"
"1","2020-04-07","VLA"
"4","2020-04-07","VLA"
"6","2020-04-07","VLA"
"3","2020-04-08","BRU"
"1","2020-04-08","VLA"
"4","2020-04-08","VLA"
"5","2020-04-08","WAL"
"10","2020-04-08","VLA"
"4","2020-04-08","VLA"
"3","2020-04-08","WAL"
"1","2020-04-08","BRU"
"4","2020-04-08","VLA"
"9","2020-04-08","WAL"
"3","2020-04-08","WAL"
"5","2020-04-08","VLA"
"4","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","BRU"
"2","2020-04-08","BRU"
"3","2020-04-08","VLA"
"3","2020-04-08","BRU"
"3","2020-04-09","VLA"
"2","2020-04-09","VLA"
"5","2020-04-09","VLA"
"4","2020-04-09","VLA"
"3","2020-04-10","VLA"
"4","2020-04-10","VLA"
"5","2020-04-10","WAL"
"4","2020-04-10","VLA"
"10","2020-04-10","VLA"
"3","2020-04-10","VLA"
"3","2020-04-13","VLA"
"2","2020-04-13","VLA"
"3","2020-04-14","VLA"
"2","2020-04-14","VLA"
"6","2020-04-14","VLA"
"2","2020-04-14","VLA"
"2","2020-04-14","VLA"
"3","2020-04-15","VLA"
"5","2020-04-15","WAL"
"2","2020-04-15","BRU"
"5","2020-04-15","VLA"
"1","2020-04-15","WAL"
"3","2020-04-15","VLA"
"5","2020-04-15","VLA"
"2","2020-04-15","VLA"
"1","2020-04-15","VLA"
"5","2020-04-15","BRU"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"4","2020-04-15","VLA"
"2","2020-04-15","VLA"
"3","2020-04-15","BRU"
"3","2020-04-15","VLA"
"4","2020-04-15","BRU"
"9","2020-04-15","WAL"
"1.5","2020-04-15","VLA"
"5","2020-04-15","WAL"
"1","2020-04-15","VLA"
"4","2020-04-15","VLA"
"3","2020-04-15","VLA"
"1","2020-04-15","VLA"
"5","2020-04-15","VLA"
"1.5","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"5","2020-04-15","VLA"
"6","2020-04-15","VLA"
"2","2020-04-15","VLA"
"3","2020-04-15","VLA"
"6","2020-04-15","WAL"
"6","2020-04-15","WAL"
"4","2020-04-15","VLA"
"2","2020-04-15","BRU"
"2","2020-04-15","BRU"
"4","2020-04-15","VLA"
"5","2020-04-15","VLA"
"4","2020-04-15","VLA"
"5","2020-04-15","VLA"
"1","2020-04-15","VLA"
"3","2020-04-15","VLA"
"6","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"2","2020-04-15","VLA"
"1","2020-04-15","BRU"
"2","2020-04-15","VLA"
"4","2020-04-15","VLA"
"3","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"3","2020-04-15","BRU"
"6","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"4","2020-04-15","VLA"
"5","2020-04-15","VLA"
"7","2020-04-15","BRU"
"5","2020-04-15","VLA"
"4","2020-04-15","VLA"
"2","2020-04-15","WAL"
"4","2020-04-15","VLA"
"3","2020-04-15","BRU"
"2","2020-04-15","VLA"
"3","2020-04-15","VLA"
"7","2020-04-15","VLA"
"2","2020-04-15","VLA"
"4","2020-04-15","VLA"
"1","2020-04-15","VLA"
"8","2020-04-15","WAL"
"3","2020-04-15","VLA"
"1","2020-04-15","VLA"
"2","2020-04-15","VLA"
"1","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"4","2020-04-15","VLA"
"5","2020-04-15","VLA"
"3","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","WAL"
"4","2020-04-15","WAL"
"8","2020-04-15","VLA"
"3","2020-04-15","VLA"
"4","2020-04-15","VLA"
"2","2020-04-15","VLA"
"4","2020-04-15","VLA"
"1","2020-04-15","VLA"
"5","2020-04-15","VLA"
"4","2020-04-15","WAL"
"3","2020-04-15","VLA"
"1","2020-04-15","VLA"
"2","2020-04-15","VLA"
"1","2020-04-16","VLA"
"3","2020-04-16","VLA"
"2","2020-04-16","VLA"
"3","2020-04-16","VLA"
"2","2020-04-16","VLA"
"3","2020-04-16","VLA"
"3","2020-04-16","WAL"
"6","2020-04-16","VLA"
"3","2020-04-16","VLA"
"1","2020-04-16","VLA"
"6","2020-04-16","VLA"
"6","2020-04-16","VLA"
"5","2020-04-16","VLA"
"4","2020-04-16","VLA"
"1","2020-04-16","VLA"
"3","2020-04-16","WAL"
"3","2020-04-16","VLA"
"6","2020-04-16","WAL"
"2","2020-04-16","VLA"
"4","2020-04-16","BRU"
"1","2020-04-16","BRU"
"4","2020-04-16","WAL"
"3","2020-04-16","WAL"
"07","2020-04-16","VLA"
"3","2020-04-16","WAL"
"6","2020-04-16","VLA"
"3","2020-04-16","VLA"
"2","2020-04-16","VLA"
"4","2020-04-16","BRU"
"5","2020-04-16","VLA"
"1","2020-04-16","VLA"
"5","2020-04-16","WAL"
"3","2020-04-16","VLA"
"4","2020-04-16","WAL"
"4","2020-04-16","VLA"
"5","2020-04-16","VLA"
"5","2020-04-16","VLA"
"4","2020-04-16","VLA"
"5","2020-04-16","WAL"
"5","2020-04-16","VLA"
"6","2020-04-16","WAL"
"3","2020-04-16","WAL"
"4","2020-04-16","WAL"
"5","2020-04-16","VLA"
"3","2020-04-16","VLA"
"2","2020-04-16","VLA"
"5","2020-04-16","WAL"
"4","2020-04-16","VLA"
"2","2020-04-16","VLA"
"3","2020-04-16","VLA"
"6","2020-04-16","WAL"
"3","2020-04-16","WAL"
"3","2020-04-16","VLA"
"5","2020-04-16","WAL"
"5","2020-04-16","VLA"
"3","2020-04-16","VLA"
"6","2020-04-16","WAL"
"7","2020-04-16","VLA"
"1","2020-04-16","VLA"
"2","2020-04-16","VLA"
"4","2020-04-16","VLA"
"6","2020-04-16","WAL"
"9","2020-04-16","BRU"
"3","2020-04-16","VLA"
"3","2020-04-16","WAL"
"9","2020-04-16","VLA"
"6","2020-04-16","VLA"
"03","2020-04-16","VLA"
"13","2020-04-16","WAL"
"4","2020-04-17","WAL"
"3","2020-04-17","VLA"
"5","2020-04-17","VLA"
"4","2020-04-17","WAL"
"1","2020-04-17","VLA"
"2","2020-04-17","VLA"
"7","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"2","2020-04-17","VLA"
"6","2020-04-17","VLA"
"4","2020-04-17","BRU"
"4","2020-04-17","VLA"
"1","2020-04-18","VLA"
"2","2020-04-18","WAL"
"2","2020-04-18","VLA"
"2","2020-04-18","VLA"
"2.5","2020-04-19","VLA"
"9","2020-04-19","WAL"
"3","2020-04-20","WAL"
"1","2020-04-20","VLA"
"6","2020-04-20","VLA"
"2","2020-04-20","VLA"
"6","2020-04-20","BRU"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"2","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"4","2020-04-20","VLA"
"6","2020-04-20","VLA"
"1","2020-04-20","VLA"
"3","2020-04-20","VLA"
"6","2020-04-20","VLA"
"4","2020-04-20","VLA"
"2","2020-04-20","VLA"
"4","2020-04-20","VLA"
"5","2020-04-20","VLA"
"4","2020-04-20","VLA"
"5","2020-04-20","VLA"
"9","2020-04-20","WAL"
"4","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"1","2020-04-20","VLA"
"6","2020-04-20","VLA"
"3","2020-04-20","VLA"
"4","2020-04-20","VLA"
"5","2020-04-20","VLA"
"3","2020-04-20","VLA"
"4","2020-04-20","VLA"
"2","2020-04-20","WAL"
"4","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"4","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"2","2020-04-20","VLA"
"7","2020-04-20","VLA"
"3","2020-04-20","VLA"
"2","2020-04-20","VLA"
"3","2020-04-20","VLA"
"2","2020-04-21","VLA"
"2","2020-04-21","VLA"
"5","2020-04-21","VLA"
"2","2020-04-21","VLA"
"1","2020-04-21","VLA"
"3","2020-04-21","VLA"
"4","2020-04-21","VLA"
"6","2020-04-21","VLA"
"9","2020-04-21","VLA"
"5","2020-04-21","VLA"
"2","2020-04-21","BRU"
"7","2020-04-21","VLA"
"2","2020-04-21","VLA"
"2.1","2020-04-21","VLA"
"6","2020-04-21","VLA"
"5","2020-04-21","BRU"
"2","2020-04-21","VLA"
"3","2020-04-21","VLA"
"3","2020-04-21","VLA"
"4","2020-04-21","VLA"
"2","2020-04-21","VLA"
"1","2020-04-21","VLA"
"1","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"1","2020-04-22","VLA"
"3","2020-04-22","VLA"
"4","2020-04-22","VLA"
"3","2020-04-22","VLA"
"6","2020-04-22","VLA"
"4","2020-04-22","VLA"
"2","2020-04-22","VLA"
"5","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"8","2020-04-22","BRU"
"2","2020-04-22","VLA"
"5","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"2","2020-04-22","BRU"
"4","2020-04-22","VLA"
"2","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"7","2020-04-22","VLA"
"2","2020-04-22","VLA"
"3","2020-04-22","VLA"
"9","2020-04-22","WAL"
"7","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"1","2020-04-22","VLA"
"2","2020-04-23","VLA"
"3","2020-04-23","VLA"
"2","2020-04-23","VLA"
"4","2020-04-23","VLA"
"4","2020-04-23","VLA"
"2","2020-04-23","VLA"
"5","2020-04-23","VLA"
"1","2020-04-23","WAL"
"4","2020-04-23","VLA"
"1","2020-04-23","VLA"
"2","2020-04-23","WAL"
"3","2020-04-23","VLA"
"1","2020-04-23","VLA"
"2","2020-04-23","VLA"
"3","2020-04-23","WAL"
"4","2020-04-23","VLA"
"1.5","2020-04-23","VLA"
"4","2020-04-23","VLA"
"2","2020-04-23","VLA"
"3","2020-04-23","WAL"
"3","2020-04-23","VLA"
"3","2020-04-23","VLA"
"6","2020-04-23","VLA"
"4","2020-04-23","VLA"
"3","2020-04-23","VLA"
"3","2020-04-23","WAL"
"2","2020-04-23","VLA"
"4","2020-04-23","WAL"
"4","2020-04-23","BRU"
"2","2020-04-23","VLA"
"2","2020-04-23","VLA"
"3","2020-04-23","VLA"
"7","2020-04-23","VLA"
"3","2020-04-23","WAL"
"2","2020-04-23","VLA"
"4","2020-04-23","VLA"
"5","2020-04-23","VLA"
"3","2020-04-23","VLA"
"3","2020-04-23","VLA"
"2","2020-04-23","VLA"
"3","2020-04-23","WAL"
"3","2020-04-23","WAL"
"3","2020-04-24","VLA"
"4","2020-04-24","VLA"
"2","2020-04-24","WAL"
"4","2020-04-24","VLA"
"3","2020-04-24","VLA"
"4","2020-04-24","VLA"
"4","2020-04-24","VLA"
"3","2020-04-24","VLA"
"2","2020-04-24","VLA"
"2","2020-04-24","VLA"
"5","2020-04-24","VLA"
"1","2020-04-24","VLA"
"3","2020-04-24","VLA"
"6","2020-04-25","WAL"
"5","2020-04-25","VLA"
"3","2020-04-26","VLA"
"2","2020-04-26","VLA"
"4","2020-04-26","BRU"
"2","2020-04-27","WAL"
"2","2020-04-27","VLA"
"5","2020-04-27","VLA"
