"cd_scale_feel_supported_gov","d_completed","cd_regio"
"0","2020-04-22","VLA"
"5","2020-04-22","VLA"
"0","2020-04-22","VLA"
"2","2020-04-22","VLA"
"4","2020-04-22","VLA"
"7","2020-04-22","VLA"
"1","2020-04-23","VLA"
"7","2020-04-23","VLA"
"0","2020-04-23","VLA"
"1","2020-04-23","WAL"
"0","2020-04-23","VLA"
"2","2020-04-23","VLA"
"5","2020-04-23","WAL"
"0","2020-04-23","VLA"
"7","2020-04-23","WAL"
"3","2020-04-23","VLA"
"3","2020-04-23","WAL"
"4","2020-04-23","WAL"
"6","2020-04-23","VLA"
"1","2020-04-23","VLA"
"6","2020-04-23","VLA"
"4","2020-04-23","VLA"
"0","2020-04-23","VLA"
"5","2020-04-23","VLA"
"6","2020-04-23","VLA"
"7","2020-04-23","VLA"
"5","2020-04-23","VLA"
"2","2020-04-23","VLA"
"7","2020-04-23","BRU"
"6","2020-04-23","VLA"
"1","2020-04-23","VLA"
"7","2020-04-23","VLA"
"1","2020-04-23","VLA"
"7","2020-04-23","VLA"
"1","2020-04-23","WAL"
"2","2020-04-23","VLA"
"1","2020-04-23","VLA"
"1","2020-04-23","VLA"
"4","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","WAL"
"6","2020-04-23","VLA"
"7","2020-04-23","VLA"
"5","2020-04-23","WAL"
"7","2020-04-23","VLA"
"4","2020-04-23","WAL"
"0","2020-04-23","VLA"
"3","2020-04-24","WAL"
"3","2020-04-24","VLA"
"1","2020-04-24","VLA"
"4","2020-04-24","VLA"
"1","2020-04-24","VLA"
"8","2020-04-24","VLA"
"0","2020-04-24","VLA"
"6","2020-04-24","VLA"
"2","2020-04-24","VLA"
"4","2020-04-24","VLA"
"5","2020-04-24","VLA"
"6","2020-04-24","VLA"
"8","2020-04-24","VLA"
"5","2020-04-25","VLA"
"5","2020-04-25","WAL"
"8","2020-04-26","VLA"
"7","2020-04-26","BRU"
"2","2020-04-26","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"1","2020-04-27","VLA"
"0","2020-04-27","VLA"
"6","2020-04-27","WAL"
"3","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"4","2020-04-27","VLA"
"6","2020-04-27","VLA"
"0","2020-04-27","VLA"
"2","2020-04-27","VLA"
"0","2020-04-27","VLA"
"2","2020-04-27","BRU"
"6","2020-04-27","VLA"
"3","2020-04-27","VLA"
"2","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"5","2020-04-27","VLA"
"1","2020-04-27","VLA"
"4","2020-04-27","VLA"
"7","2020-04-27","VLA"
"1","2020-04-27","VLA"
"5","2020-04-27","VLA"
"6","2020-04-27","VLA"
"7","2020-04-27","VLA"
"3","2020-04-27","WAL"
"7","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"7","2020-04-27","VLA"
"4","2020-04-27","VLA"
"1","2020-04-27","WAL"
"4","2020-04-27","VLA"
"6","2020-04-27","VLA"
"7","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-28","VLA"
"5","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"5","2020-04-29","WAL"
"0","2020-04-29","VLA"
"7","2020-04-29","VLA"
"4","2020-04-29","VLA"
"3","2020-04-29","VLA"
"7","2020-04-29","BRU"
"0","2020-04-29","VLA"
"5","2020-04-29","VLA"
"6","2020-04-29","VLA"
"4","2020-04-29","VLA"
"3","2020-04-29","VLA"
"4","2020-04-29","VLA"
"3","2020-04-29","VLA"
"8","2020-04-29","VLA"
"4","2020-04-29","VLA"
"0","2020-04-29","WAL"
"6","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","BRU"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"2","2020-04-29","VLA"
"0","2020-04-29","WAL"
"6","2020-04-29","VLA"
"0","2020-04-29","VLA"
"5","2020-04-29","VLA"
"7","2020-04-29","VLA"
"1","2020-04-29","VLA"
"5","2020-04-29","WAL"
"7","2020-04-29","VLA"
"3","2020-04-29","WAL"
"1","2020-04-29","VLA"
"0","2020-04-29","BRU"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"6","2020-04-29","BRU"
"3","2020-04-29","VLA"
"2","2020-04-29","VLA"
"9","2020-04-29","VLA"
"0","2020-04-29","VLA"
"7","2020-04-29","VLA"
"7","2020-04-29","VLA"
"3","2020-04-29","WAL"
"0","2020-04-29","BRU"
"1","2020-04-29","VLA"
"0","2020-04-29","VLA"
"7","2020-04-29","BRU"
"6","2020-04-29","VLA"
"7","2020-04-29","VLA"
"8","2020-04-29","VLA"
"1","2020-04-30","VLA"
"7","2020-04-30","VLA"
"2","2020-04-30","VLA"
"7","2020-04-30","WAL"
"0","2020-04-30","VLA"
"0","2020-04-30","VLA"
"0","2020-04-30","VLA"
"3","2020-04-30","BRU"
"1","2020-04-30","VLA"
"0","2020-04-30","BRU"
"6","2020-04-30","VLA"
"1","2020-04-30","BRU"
"4","2020-04-30","VLA"
"0","2020-04-30","VLA"
"5","2020-04-30","VLA"
"5","2020-04-30","WAL"
"0","2020-04-30","VLA"
"1","2020-04-30","VLA"
"6","2020-04-30","WAL"
"5","2020-04-30","WAL"
"5","2020-04-30","VLA"
"0","2020-05-01","VLA"
"0","2020-05-03","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","WAL"
"0","2020-05-04","VLA"
"6","2020-05-04","VLA"
"0","2020-05-04","VLA"
"1","2020-05-04","VLA"
"0","2020-05-04","VLA"
"1","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"1","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"3","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","WAL"
"4","2020-05-04","WAL"
"0","2020-05-04","BRU"
"0","2020-05-04","WAL"
"1","2020-05-04","VLA"
"0","2020-05-04","VLA"
"1","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","VLA"
"0","2020-05-04","WAL"
"0","2020-05-04","VLA"
"1","2020-05-04","VLA"
"0","2020-05-05","VLA"
"0","2020-05-05","VLA"
"1","2020-05-05","VLA"
"0","2020-05-05","VLA"
"0","2020-05-05","VLA"
"0","2020-05-05","VLA"
"0","2020-05-05","WAL"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"7","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","WAL"
"2","2020-05-06","WAL"
"0","2020-05-06","VLA"
"2","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"4","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-06","VLA"
"0","2020-05-07","BRU"
"0","2020-05-07","VLA"
"2","2020-05-07","WAL"
"0","2020-05-07","WAL"
"0","2020-05-07","VLA"
"2","2020-05-08","VLA"
"0","2020-05-08","VLA"
"3","2020-05-08","VLA"
"0","2020-05-08","VLA"
"1","2020-05-09","VLA"
"2","2020-05-11","VLA"
"6","2020-05-11","VLA"
"0","2020-05-11","VLA"
"1","2020-05-11","VLA"
"0","2020-05-11","BRU"
"1","2020-05-11","VLA"
"1","2020-05-11","VLA"
"0","2020-05-11","VLA"
"2","2020-05-11","VLA"
"4","2020-05-11","VLA"
"7","2020-05-11","VLA"
"0","2020-05-11","VLA"
"6","2020-05-11","VLA"
"5","2020-05-11","VLA"
"0","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"7","2020-05-11","VLA"
"1","2020-05-11","VLA"
"7","2020-05-11","VLA"
"1","2020-05-11","VLA"
"3","2020-05-11","VLA"
"0","2020-05-11","VLA"
"0","2020-05-11","WAL"
"0","2020-05-11","VLA"
"0","2020-05-11","VLA"
"5","2020-05-11","VLA"
"7","2020-05-11","VLA"
"1","2020-05-11","VLA"
"0","2020-05-11","VLA"
"0","2020-05-11","VLA"
"0","2020-05-11","VLA"
"0","2020-05-11","VLA"
"5","2020-05-11","VLA"
"0","2020-05-11","VLA"
"0","2020-05-11","VLA"
"5","2020-05-11","VLA"
"0","2020-05-12","VLA"
"0","2020-05-12","WAL"
"7","2020-05-12","VLA"
"0","2020-05-12","VLA"
"3","2020-05-12","BRU"
"0","2020-05-12","VLA"
"1","2020-05-12","VLA"
"0","2020-05-12","VLA"
"1","2020-05-12","VLA"
"2","2020-05-12","WAL"
"2","2020-05-12","BRU"
"6","2020-05-13","VLA"
"1","2020-05-13","VLA"
"0","2020-05-13","VLA"
"0","2020-05-13","VLA"
"2","2020-05-13","WAL"
"3","2020-05-13","VLA"
"4","2020-05-13","VLA"
"2","2020-05-13","VLA"
"6","2020-05-13","BRU"
"6","2020-05-13","WAL"
"1","2020-05-13","VLA"
"0","2020-05-13","VLA"
"0","2020-05-13","VLA"
"4","2020-05-13","VLA"
"1","2020-05-13","VLA"
"1","2020-05-13","VLA"
"3","2020-05-13","VLA"
"6","2020-05-13","VLA"
"0","2020-05-13","BRU"
"0","2020-05-14","VLA"
"0","2020-05-14","VLA"
"0","2020-05-14","VLA"
"6","2020-05-14","VLA"
"1","2020-05-14","WAL"
"0","2020-05-14","VLA"
"2","2020-05-14","VLA"
"0","2020-05-14","VLA"
"3","2020-05-14","WAL"
"3","2020-05-18","VLA"
"0","2020-05-18","VLA"
"0","2020-05-18","VLA"
"2","2020-05-18","VLA"
"0","2020-05-18","VLA"
"2","2020-05-18","WAL"
"0","2020-05-18","VLA"
"3","2020-05-18","VLA"
"0","2020-05-18","VLA"
"6","2020-05-18","VLA"
"0","2020-05-18","VLA"
"4","2020-05-18","VLA"
"0","2020-05-18","VLA"
"2","2020-05-18","VLA"
"1","2020-05-18","VLA"
"0","2020-05-18","BRU"
"2","2020-05-18","VLA"
"1","2020-05-18","VLA"
"7","2020-05-18","VLA"
"0","2020-05-18","VLA"
"2","2020-05-18","VLA"
"6","2020-05-18","VLA"
"2","2020-05-18","VLA"
"0","2020-05-18","VLA"
"8","2020-05-18","VLA"
"0","2020-05-19","VLA"
"1","2020-05-19","VLA"
"4","2020-05-19","VLA"
"1","2020-05-19","VLA"
"3","2020-05-19","VLA"
"6","2020-05-19","VLA"
"0","2020-05-20","VLA"
"7","2020-05-20","VLA"
"1","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"0","2020-05-20","VLA"
"0","2020-05-20","VLA"
"8","2020-05-20","VLA"
"1","2020-05-20","VLA"
"0","2020-05-21","VLA"
"0","2020-05-21","VLA"
"5","2020-05-22","VLA"
"3","2020-05-22","VLA"
"5","2020-05-22","WAL"
"5","2020-05-25","VLA"
