"nr_num_cra_beds_available","d_completed","cd_regio"
"196","2020-03-23","VLA"
"154","2020-03-23","VLA"
"178","2020-03-23","VLA"
"114","2020-03-23","VLA"
"94","2020-03-23","VLA"
"90","2020-03-23","VLA"
"110","2020-03-23","VLA"
"78","2020-03-23","VLA"
"110","2020-03-23","VLA"
"90","2020-03-23","VLA"
"124","2020-03-23","VLA"
"220","2020-03-23","VLA"
"120","2020-03-23","VLA"
"60","2020-03-23","VLA"
"145","2020-03-23","WAL"
"15","2020-03-23","BRU"
"144","2020-03-23","VLA"
"160","2020-03-23","VLA"
"100","2020-03-23","WAL"
"180","2020-03-23","VLA"
"175","2020-03-23","VLA"
"122","2020-03-23","WAL"
"138","2020-03-23","VLA"
"0","2020-03-23","VLA"
"132","2020-03-23","VLA"
"200","2020-03-23","VLA"
"210","2020-03-23","VLA"
"110","2020-03-23","VLA"
"155","2020-03-23","VLA"
"110","2020-03-23","VLA"
"125","2020-03-23","VLA"
"131","2020-03-23","VLA"
"99","2020-03-23","VLA"
"180","2020-03-23","VLA"
"0","2020-03-23","BRU"
"100","2020-03-23","VLA"
"154","2020-03-23","VLA"
"135","2020-03-23","VLA"
"0","2020-03-23","WAL"
"121","2020-03-23","VLA"
"108","2020-03-23","VLA"
"96","2020-03-23","VLA"
"102","2020-03-23","VLA"
"88","2020-03-23","VLA"
"93","2020-03-23","VLA"
"40","2020-03-23","VLA"
"300","2020-03-23","VLA"
"120","2020-03-23","VLA"
"58","2020-03-23","VLA"
"120","2020-03-23","VLA"
"150","2020-03-23","VLA"
"120","2020-03-23","VLA"
"25","2020-03-23","VLA"
"301","2020-03-23","VLA"
"116","2020-03-23","VLA"
"260","2020-03-23","VLA"
"76","2020-03-23","VLA"
"1","2020-03-24","VLA"
"158","2020-03-24","VLA"
"72","2020-03-24","VLA"
"59","2020-03-24","VLA"
"70","2020-03-24","VLA"
"92","2020-03-24","VLA"
"54","2020-03-24","VLA"
"98","2020-03-24","VLA"
"105","2020-03-24","VLA"
"88","2020-03-24","VLA"
"0","2020-03-24","WAL"
"155","2020-03-24","VLA"
"145","2020-03-24","VLA"
"76","2020-03-24","VLA"
"154","2020-03-24","VLA"
"180","2020-03-24","VLA"
"156","2020-03-24","VLA"
"123","2020-03-24","VLA"
"190","2020-03-24","VLA"
"155","2020-03-24","VLA"
"145","2020-03-24","VLA"
"6","2020-03-24","VLA"
"176","2020-03-24","VLA"
"60","2020-03-24","VLA"
"54","2020-03-24","VLA"
"105","2020-03-24","VLA"
"42","2020-03-24","VLA"
"63","2020-03-24","VLA"
"129","2020-03-24","VLA"
"93","2020-03-24","VLA"
"190","2020-03-24","VLA"
"65","2020-03-24","VLA"
"132","2020-03-24","VLA"
"110","2020-03-24","VLA"
"90","2020-03-24","VLA"
"77","2020-03-24","VLA"
"90","2020-03-24","VLA"
"63","2020-03-24","VLA"
"100","2020-03-24","VLA"
"113","2020-03-24","VLA"
"105","2020-03-24","VLA"
"60","2020-03-24","VLA"
"0","2020-03-24","WAL"
"178","2020-03-24","VLA"
"77","2020-03-24","VLA"
"120","2020-03-24","VLA"
"146","2020-03-24","VLA"
"124","2020-03-24","VLA"
"100","2020-03-24","VLA"
"260","2020-03-24","VLA"
"58","2020-03-24","VLA"
"78","2020-03-24","VLA"
"68","2020-03-24","VLA"
"136","2020-03-24","VLA"
"180","2020-03-24","VLA"
"116","2020-03-24","VLA"
"130","2020-03-24","VLA"
"115","2020-03-24","VLA"
"96","2020-03-24","VLA"
"193","2020-03-24","VLA"
"144","2020-03-24","VLA"
"92","2020-03-24","VLA"
"0","2020-03-24","VLA"
"71","2020-03-24","VLA"
"4","2020-03-24","VLA"
"150","2020-03-24","VLA"
"155","2020-03-24","VLA"
"0","2020-03-24","VLA"
"100","2020-03-24","VLA"
"85","2020-03-24","VLA"
"155","2020-03-24","VLA"
"0","2020-03-24","WAL"
"210","2020-03-24","VLA"
"122","2020-03-24","VLA"
"186","2020-03-24","VLA"
"60","2020-03-24","VLA"
"104","2020-03-24","WAL"
"98","2020-03-24","VLA"
"76","2020-03-24","VLA"
"220","2020-03-24","VLA"
"58","2020-03-24","VLA"
"102","2020-03-24","VLA"
"120","2020-03-24","VLA"
"119","2020-03-24","WAL"
"75","2020-03-24","VLA"
"90","2020-03-24","VLA"
"120","2020-03-24","VLA"
"202","2020-03-24","VLA"
"123","2020-03-24","VLA"
"80","2020-03-24","VLA"
"75","2020-03-24","VLA"
"44","2020-03-24","VLA"
"60","2020-03-24","VLA"
"65","2020-03-24","VLA"
"120","2020-03-24","VLA"
"206","2020-03-24","VLA"
"121","2020-03-24","VLA"
"76","2020-03-24","VLA"
"96","2020-03-24","VLA"
"31","2020-03-24","VLA"
"144","2020-03-24","VLA"
"60","2020-03-24","VLA"
"119","2020-03-24","VLA"
"180","2020-03-24","VLA"
"100","2020-03-24","VLA"
"25","2020-03-24","VLA"
"80","2020-03-24","VLA"
"80","2020-03-24","VLA"
"130","2020-03-24","VLA"
"48","2020-03-24","VLA"
"75","2020-03-24","VLA"
"144","2020-03-24","VLA"
"137","2020-03-24","VLA"
"220","2020-03-24","VLA"
"5","2020-03-24","VLA"
"115","2020-03-24","VLA"
"0","2020-03-24","VLA"
"1","2020-03-24","VLA"
"98","2020-03-24","VLA"
"94","2020-03-24","VLA"
"186","2020-03-24","VLA"
"220","2020-03-24","VLA"
"71","2020-03-24","VLA"
"68","2020-03-24","VLA"
"100","2020-03-24","VLA"
"100","2020-03-24","VLA"
"63","2020-03-24","VLA"
"340","2020-03-24","VLA"
"104","2020-03-24","VLA"
"50","2020-03-24","VLA"
"180","2020-03-24","VLA"
"75","2020-03-24","VLA"
"95","2020-03-24","VLA"
"60","2020-03-24","VLA"
"89","2020-03-24","VLA"
"155","2020-03-24","VLA"
"100","2020-03-24","VLA"
"91","2020-03-24","VLA"
"120","2020-03-24","VLA"
"196","2020-03-24","VLA"
"200","2020-03-24","VLA"
"110","2020-03-24","VLA"
"76","2020-03-24","VLA"
"112","2020-03-24","VLA"
"185","2020-03-24","VLA"
"100","2020-03-24","VLA"
"102","2020-03-24","VLA"
"131","2020-03-24","VLA"
"140","2020-03-24","VLA"
"0","2020-03-24","BRU"
"154","2020-03-24","VLA"
"60","2020-03-24","VLA"
"80","2020-03-24","VLA"
"85","2020-03-24","VLA"
"90","2020-03-24","VLA"
"75","2020-03-24","VLA"
"60","2020-03-24","VLA"
"59","2020-03-24","VLA"
"164","2020-03-24","VLA"
"99","2020-03-24","VLA"
"99","2020-03-24","VLA"
"1","2020-03-24","VLA"
"103","2020-03-24","VLA"
"178","2020-03-24","VLA"
"114","2020-03-24","VLA"
"104","2020-03-24","VLA"
"110","2020-03-24","VLA"
"84","2020-03-24","VLA"
"70","2020-03-24","VLA"
"168","2020-03-24","VLA"
"35","2020-03-24","VLA"
"0185","2020-03-24","VLA"
"1","2020-03-24","VLA"
"60","2020-03-24","VLA"
"1","2020-03-24","VLA"
"61","2020-03-24","VLA"
"450","2020-03-24","VLA"
"62","2020-03-24","VLA"
"26","2020-03-24","VLA"
"85","2020-03-24","VLA"
"65","2020-03-24","VLA"
"218","2020-03-24","VLA"
"52","2020-03-24","VLA"
"165","2020-03-24","VLA"
"193","2020-03-24","VLA"
"109","2020-03-24","VLA"
"60","2020-03-24","VLA"
"301","2020-03-24","VLA"
"105","2020-03-24","VLA"
"120","2020-03-24","VLA"
"100","2020-03-24","VLA"
"85","2020-03-24","VLA"
"182","2020-03-24","VLA"
"120","2020-03-24","VLA"
"110","2020-03-24","VLA"
"61","2020-03-24","VLA"
"75","2020-03-24","VLA"
"180","2020-03-24","VLA"
"100","2020-03-24","VLA"
"54","2020-03-24","VLA"
"110","2020-03-24","VLA"
"85","2020-03-24","VLA"
"156","2020-03-24","VLA"
"79","2020-03-24","VLA"
"80","2020-03-24","VLA"
"90","2020-03-24","VLA"
"155","2020-03-24","VLA"
"175","2020-03-24","VLA"
"109","2020-03-24","VLA"
"123","2020-03-24","VLA"
"328","2020-03-25","VLA"
"186","2020-03-25","VLA"
"76","2020-03-25","VLA"
"0","2020-03-25","WAL"
"121","2020-03-25","VLA"
"59","2020-03-25","BRU"
"93","2020-03-25","VLA"
"100","2020-03-25","VLA"
"140","2020-03-25","VLA"
"83","2020-03-25","VLA"
"137","2020-03-25","VLA"
"60","2020-03-25","VLA"
"125","2020-03-25","VLA"
"129","2020-03-25","VLA"
"146","2020-03-25","VLA"
"189","2020-03-25","VLA"
"54","2020-03-25","VLA"
"75","2020-03-25","VLA"
"320","2020-03-25","VLA"
"80","2020-03-25","VLA"
"220","2020-03-25","VLA"
"110","2020-03-25","VLA"
"61","2020-03-25","VLA"
"132","2020-03-25","VLA"
"83","2020-03-25","VLA"
"185","2020-03-25","VLA"
"100","2020-03-25","VLA"
"35","2020-03-25","VLA"
"92","2020-03-25","VLA"
"109","2020-03-25","VLA"
"68","2020-03-25","VLA"
"113","2020-03-25","VLA"
"130","2020-03-25","VLA"
"188","2020-03-25","VLA"
"94","2020-03-25","VLA"
"96","2020-03-25","VLA"
"25","2020-03-25","VLA"
"77","2020-03-25","VLA"
"100","2020-03-25","VLA"
"180","2020-03-25","VLA"
"176","2020-03-25","VLA"
"164","2020-03-25","VLA"
"186","2020-03-25","VLA"
"150","2020-03-25","BRU"
"104","2020-03-25","VLA"
"156","2020-03-25","VLA"
"86","2020-03-25","VLA"
"240","2020-03-25","WAL"
"70","2020-03-25","VLA"
"205","2020-03-25","VLA"
"102","2020-03-25","VLA"
"58","2020-03-25","VLA"
"120","2020-03-25","WAL"
"215","2020-03-25","VLA"
"115","2020-03-25","VLA"
"108","2020-03-25","VLA"
"75","2020-03-25","VLA"
"99","2020-03-25","VLA"
"100","2020-03-25","VLA"
"139","2020-03-25","VLA"
"155","2020-03-25","VLA"
"111","2020-03-25","VLA"
"55","2020-03-25","VLA"
"96","2020-03-25","VLA"
"54","2020-03-25","VLA"
"109","2020-03-25","VLA"
"100","2020-03-25","VLA"
"117","2020-03-25","VLA"
"80","2020-03-25","VLA"
"65","2020-03-25","VLA"
"156","2020-03-25","VLA"
"88","2020-03-25","VLA"
"194","2020-03-25","VLA"
"26","2020-03-25","VLA"
"80","2020-03-25","VLA"
"90","2020-03-25","VLA"
"124","2020-03-25","VLA"
"146","2020-03-25","VLA"
"153","2020-03-25","VLA"
"94","2020-03-25","VLA"
"63","2020-03-25","VLA"
"54","2020-03-25","VLA"
"100","2020-03-25","VLA"
"260","2020-03-25","VLA"
"85","2020-03-25","VLA"
"180","2020-03-25","VLA"
"87","2020-03-25","VLA"
"0","2020-03-25","VLA"
"180","2020-03-25","VLA"
"105","2020-03-25","VLA"
"186","2020-03-25","VLA"
"98","2020-03-25","VLA"
"60","2020-03-25","VLA"
"120","2020-03-25","VLA"
"186","2020-03-25","VLA"
"60","2020-03-25","VLA"
"169","2020-03-25","VLA"
"156","2020-03-25","VLA"
"80","2020-03-25","VLA"
"93","2020-03-25","VLA"
"115","2020-03-25","VLA"
"44","2020-03-25","VLA"
"154","2020-03-25","VLA"
"59","2020-03-25","VLA"
"123","2020-03-25","VLA"
"1","2020-03-25","VLA"
"118","2020-03-25","VLA"
"70","2020-03-25","VLA"
"79","2020-03-25","VLA"
"102","2020-03-25","VLA"
"115","2020-03-25","VLA"
"110","2020-03-25","VLA"
"131","2020-03-25","VLA"
"160","2020-03-25","VLA"
"138","2020-03-25","VLA"
"48","2020-03-25","VLA"
"185","2020-03-25","VLA"
"143","2020-03-25","VLA"
"96","2020-03-25","VLA"
"120","2020-03-25","VLA"
"1","2020-03-25","VLA"
"142","2020-03-25","VLA"
"144","2020-03-25","VLA"
"95","2020-03-25","WAL"
"220","2020-03-25","VLA"
"196","2020-03-25","VLA"
"124","2020-03-25","VLA"
"121","2020-03-25","VLA"
"102","2020-03-25","VLA"
"140","2020-03-25","VLA"
"155","2020-03-25","VLA"
"176","2020-03-25","VLA"
"42","2020-03-25","VLA"
"123","2020-03-25","VLA"
"202","2020-03-25","VLA"
"110","2020-03-25","VLA"
"150","2020-03-25","BRU"
"105","2020-03-25","VLA"
"100","2020-03-25","VLA"
"230","2020-03-25","WAL"
"129","2020-03-25","VLA"
"97","2020-03-25","VLA"
"198","2020-03-25","VLA"
"100","2020-03-25","VLA"
"107","2020-03-25","VLA"
"60","2020-03-25","VLA"
"112","2020-03-25","VLA"
"180","2020-03-25","VLA"
"52","2020-03-25","VLA"
"150","2020-03-25","VLA"
"160","2020-03-25","VLA"
"88","2020-03-25","VLA"
"3","2020-03-25","VLA"
"63","2020-03-25","VLA"
"90","2020-03-25","VLA"
"65","2020-03-25","VLA"
"122","2020-03-25","VLA"
"90","2020-03-25","VLA"
"155","2020-03-25","VLA"
"155","2020-03-25","VLA"
"165","2020-03-25","VLA"
"71","2020-03-25","VLA"
"85","2020-03-25","VLA"
"92","2020-03-25","VLA"
"150","2020-03-25","VLA"
"180","2020-03-25","VLA"
"92","2020-03-25","VLA"
"260","2020-03-25","VLA"
"1","2020-03-25","VLA"
"90","2020-03-25","VLA"
"177","2020-03-25","VLA"
"126","2020-03-25","VLA"
"109","2020-03-25","VLA"
"120","2020-03-25","VLA"
"89","2020-03-25","VLA"
"60","2020-03-25","VLA"
"58","2020-03-25","VLA"
"75","2020-03-25","VLA"
"90","2020-03-25","VLA"
"72","2020-03-25","VLA"
"97","2020-03-26","VLA"
"92","2020-03-26","VLA"
"114","2020-03-26","VLA"
"180","2020-03-26","VLA"
"109","2020-03-26","VLA"
"2","2020-03-26","VLA"
"129","2020-03-26","VLA"
"70","2020-03-26","VLA"
"100","2020-03-26","VLA"
"31","2020-03-26","VLA"
"164","2020-03-26","VLA"
"125","2020-03-26","VLA"
"64","2020-03-26","VLA"
"153","2020-03-26","VLA"
"70","2020-03-26","VLA"
"129","2020-03-26","VLA"
"76","2020-03-26","VLA"
"25","2020-03-26","VLA"
"155","2020-03-26","VLA"
"135","2020-03-26","VLA"
"135","2020-03-26","VLA"
"177","2020-03-26","WAL"
"76","2020-03-26","VLA"
"103","2020-03-26","VLA"
"155","2020-03-26","VLA"
"123","2020-03-26","VLA"
"143","2020-03-26","VLA"
"100","2020-03-26","VLA"
"129","2020-03-26","VLA"
"96","2020-03-26","VLA"
"137","2020-03-26","VLA"
"120","2020-03-26","VLA"
"90","2020-03-26","VLA"
"98","2020-03-26","VLA"
"52","2020-03-26","VLA"
"100","2020-03-26","VLA"
"125","2020-03-26","VLA"
"92","2020-03-26","VLA"
"108","2020-03-26","VLA"
"115","2020-03-26","VLA"
"42","2020-03-26","VLA"
"120","2020-03-26","VLA"
"100","2020-03-26","VLA"
"44","2020-03-26","VLA"
"193","2020-03-26","VLA"
"105","2020-03-26","VLA"
"125","2020-03-26","VLA"
"80","2020-03-26","VLA"
"64","2020-03-26","VLA"
"60","2020-03-26","VLA"
"112","2020-03-26","VLA"
"104","2020-03-26","VLA"
"104","2020-03-26","VLA"
"153","2020-03-26","VLA"
"124","2020-03-26","VLA"
"96","2020-03-26","VLA"
"124","2020-03-26","VLA"
"100","2020-03-26","VLA"
"127","2020-03-26","VLA"
"110","2020-03-26","VLA"
"114","2020-03-26","VLA"
"150","2020-03-26","VLA"
"140","2020-03-26","VLA"
"180","2020-03-26","VLA"
"130","2020-03-26","VLA"
"154","2020-03-26","VLA"
"60","2020-03-26","VLA"
"60","2020-03-26","VLA"
"115","2020-03-26","VLA"
"68","2020-03-26","VLA"
"166","2020-03-26","VLA"
"209","2020-03-26","VLA"
"64","2020-03-26","VLA"
"220","2020-03-26","VLA"
"80","2020-03-26","VLA"
"86","2020-03-26","VLA"
"155","2020-03-26","VLA"
"182","2020-03-26","VLA"
"179","2020-03-26","VLA"
"60","2020-03-26","VLA"
"64","2020-03-26","VLA"
"65","2020-03-26","VLA"
"61","2020-03-26","VLA"
"54","2020-03-26","VLA"
"277","2020-03-26","VLA"
"104","2020-03-26","VLA"
"450","2020-03-26","VLA"
"85","2020-03-26","VLA"
"155","2020-03-26","VLA"
"126","2020-03-26","VLA"
"146","2020-03-26","VLA"
"26","2020-03-26","VLA"
"155","2020-03-26","VLA"
"176","2020-03-26","VLA"
"150","2020-03-26","BRU"
"186","2020-03-26","VLA"
"63","2020-03-26","VLA"
"115","2020-03-26","VLA"
"155","2020-03-26","VLA"
"102","2020-03-26","VLA"
"99","2020-03-26","VLA"
"91","2020-03-26","VLA"
"100","2020-03-26","VLA"
"94","2020-03-26","VLA"
"185","2020-03-26","VLA"
"150","2020-03-26","VLA"
"81","2020-03-26","VLA"
"71","2020-03-26","VLA"
"60","2020-03-26","VLA"
"149","2020-03-26","VLA"
"105","2020-03-26","VLA"
"89","2020-03-26","VLA"
"55","2020-03-26","VLA"
"80","2020-03-26","VLA"
"75","2020-03-26","VLA"
"132","2020-03-26","VLA"
"303","2020-03-26","VLA"
"159","2020-03-26","VLA"
"83","2020-03-26","VLA"
"83","2020-03-26","VLA"
"165","2020-03-26","VLA"
"270","2020-03-26","VLA"
"93","2020-03-26","VLA"
"120","2020-03-26","VLA"
"138","2020-03-26","VLA"
"125","2020-03-26","VLA"
"120","2020-03-26","VLA"
"146","2020-03-26","VLA"
"93","2020-03-26","VLA"
"123","2020-03-26","VLA"
"35","2020-03-26","VLA"
"193","2020-03-26","VLA"
"177","2020-03-26","VLA"
"1","2020-03-26","VLA"
"94","2020-03-26","VLA"
"111","2020-03-26","VLA"
"93","2020-03-26","VLA"
"94","2020-03-26","VLA"
"100","2020-03-26","VLA"
"92","2020-03-26","VLA"
"85","2020-03-26","VLA"
"218","2020-03-26","VLA"
"131","2020-03-26","VLA"
"60","2020-03-26","VLA"
"135","2020-03-26","VLA"
"160","2020-03-26","VLA"
"58","2020-03-26","VLA"
"156","2020-03-26","VLA"
"100","2020-03-26","VLA"
"186","2020-03-26","VLA"
"252","2020-03-26","VLA"
"92","2020-03-26","VLA"
"220","2020-03-26","VLA"
"69","2020-03-26","VLA"
"142","2020-03-26","VLA"
"156","2020-03-26","VLA"
"104","2020-03-26","VLA"
"96","2020-03-26","VLA"
"116","2020-03-26","VLA"
"105","2020-03-26","VLA"
"60","2020-03-26","VLA"
"178","2020-03-26","VLA"
"155","2020-03-26","VLA"
"48","2020-03-26","VLA"
"98","2020-03-26","VLA"
"125","2020-03-26","VLA"
"77","2020-03-26","VLA"
"202","2020-03-26","VLA"
"328","2020-03-26","VLA"
"144","2020-03-26","VLA"
"165","2020-03-26","VLA"
"91","2020-03-26","VLA"
"94","2020-03-26","VLA"
"80","2020-03-26","VLA"
"96","2020-03-26","VLA"
"107","2020-03-26","VLA"
"76","2020-03-26","VLA"
"102","2020-03-26","VLA"
"59","2020-03-26","BRU"
"75","2020-03-26","VLA"
"77","2020-03-26","VLA"
"84","2020-03-26","VLA"
"88","2020-03-26","VLA"
"191","2020-03-26","VLA"
"110","2020-03-26","VLA"
"60","2020-03-26","VLA"
"81","2020-03-26","VLA"
"301","2020-03-26","VLA"
"0","2020-03-26","WAL"
"80","2020-03-26","VLA"
"196","2020-03-26","VLA"
"65","2020-03-27","VLA"
"64","2020-03-27","VLA"
"143","2020-03-27","VLA"
"121","2020-03-27","VLA"
"90","2020-03-27","VLA"
"218","2020-03-27","VLA"
"198","2020-03-27","VLA"
"180","2020-03-27","VLA"
"105","2020-03-27","VLA"
"90","2020-03-27","VLA"
"93","2020-03-27","VLA"
"96","2020-03-27","VLA"
"120","2020-03-27","VLA"
"120","2020-03-27","VLA"
"117","2020-03-27","VLA"
"252","2020-03-27","VLA"
"185","2020-03-27","VLA"
"68","2020-03-27","VLA"
"142","2020-03-27","VLA"
"139","2020-03-27","VLA"
"155","2020-03-27","VLA"
"88","2020-03-27","VLA"
"68","2020-03-27","VLA"
"100","2020-03-27","VLA"
"140","2020-03-27","VLA"
"120","2020-03-27","VLA"
"153","2020-03-27","VLA"
"100","2020-03-27","VLA"
"131","2020-03-27","VLA"
"89","2020-03-27","VLA"
"103","2020-03-27","VLA"
"26","2020-03-27","VLA"
"100","2020-03-27","VLA"
"108","2020-03-27","VLA"
"182","2020-03-27","VLA"
"68","2020-03-27","VLA"
"60","2020-03-27","VLA"
"0","2020-03-27","WAL"
"116","2020-03-27","VLA"
"102","2020-03-27","VLA"
"186","2020-03-27","VLA"
"113","2020-03-27","VLA"
"132","2020-03-27","VLA"
"101","2020-03-27","VLA"
"77","2020-03-27","VLA"
"125","2020-03-27","VLA"
"105","2020-03-27","VLA"
"177","2020-03-27","VLA"
"100","2020-03-27","VLA"
"83","2020-03-27","VLA"
"103","2020-03-27","VLA"
"135","2020-03-27","VLA"
"60","2020-03-27","VLA"
"122","2020-03-27","VLA"
"104","2020-03-27","VLA"
"159","2020-03-27","VLA"
"186","2020-03-27","VLA"
"84","2020-03-27","VLA"
"180","2020-03-27","VLA"
"107","2020-03-27","VLA"
"101","2020-03-27","VLA"
"98","2020-03-27","VLA"
"155","2020-03-27","VLA"
"99","2020-03-27","VLA"
"60","2020-03-27","VLA"
"166","2020-03-27","VLA"
"121","2020-03-27","VLA"
"156","2020-03-27","VLA"
"155","2020-03-27","VLA"
"104","2020-03-27","VLA"
"277","2020-03-27","VLA"
"114","2020-03-27","VLA"
"100","2020-03-27","VLA"
"102","2020-03-27","VLA"
"92","2020-03-27","VLA"
"105","2020-03-27","VLA"
"76","2020-03-27","VLA"
"63","2020-03-27","VLA"
"120","2020-03-27","VLA"
"160","2020-03-27","VLA"
"105","2020-03-27","VLA"
"138","2020-03-27","VLA"
"94","2020-03-27","VLA"
"142","2020-03-27","VLA"
"54","2020-03-27","VLA"
"183","2020-03-27","VLA"
"72","2020-03-27","VLA"
"174","2020-03-27","VLA"
"180","2020-03-27","VLA"
"146","2020-03-27","VLA"
"144","2020-03-27","VLA"
"110","2020-03-27","VLA"
"42","2020-03-27","VLA"
"81","2020-03-27","VLA"
"98","2020-03-27","VLA"
"74","2020-03-27","VLA"
"104","2020-03-27","VLA"
"63","2020-03-27","VLA"
"180","2020-03-27","VLA"
"190","2020-03-27","VLA"
"108","2020-03-27","VLA"
"105","2020-03-27","VLA"
"105","2020-03-27","VLA"
"94","2020-03-27","VLA"
"81","2020-03-27","VLA"
"93","2020-03-27","VLA"
"120","2020-03-27","VLA"
"139","2020-03-27","VLA"
"61","2020-03-27","VLA"
"76","2020-03-27","VLA"
"65","2020-03-27","VLA"
"83","2020-03-27","VLA"
"59","2020-03-27","VLA"
"143","2020-03-27","VLA"
"124","2020-03-27","VLA"
"154","2020-03-27","VLA"
"80","2020-03-27","VLA"
"135","2020-03-27","VLA"
"133","2020-03-27","VLA"
"86","2020-03-27","VLA"
"270","2020-03-27","VLA"
"126","2020-03-27","VLA"
"80","2020-03-27","VLA"
"155","2020-03-27","VLA"
"1","2020-03-27","VLA"
"120","2020-03-27","VLA"
"42","2020-03-27","VLA"
"1","2020-03-27","VLA"
"95","2020-03-27","WAL"
"120","2020-03-27","VLA"
"130","2020-03-27","VLA"
"103","2020-03-27","VLA"
"100","2020-03-27","VLA"
"58","2020-03-27","VLA"
"150","2020-03-27","BRU"
"71","2020-03-27","VLA"
"105","2020-03-27","VLA"
"146","2020-03-27","VLA"
"153","2020-03-27","VLA"
"53","2020-03-27","VLA"
"126","2020-03-27","VLA"
"25","2020-03-27","VLA"
"80","2020-03-27","VLA"
"450","2020-03-27","VLA"
"191","2020-03-27","VLA"
"80","2020-03-27","VLA"
"25","2020-03-27","VLA"
"180","2020-03-27","VLA"
"100","2020-03-27","VLA"
"96","2020-03-27","VLA"
"55","2020-03-27","VLA"
"183","2020-03-27","VLA"
"160","2020-03-27","VLA"
"115","2020-03-27","VLA"
"83","2020-03-27","VLA"
"110","2020-03-27","VLA"
"124","2020-03-27","VLA"
"154","2020-03-27","VLA"
"35","2020-03-27","VLA"
"194","2020-03-27","VLA"
"150","2020-03-27","VLA"
"90","2020-03-27","VLA"
"124","2020-03-27","VLA"
"80","2020-03-27","VLA"
"44","2020-03-27","VLA"
"60","2020-03-27","VLA"
"110","2020-03-27","VLA"
"60","2020-03-27","VLA"
"96","2020-03-27","VLA"
"205","2020-03-27","VLA"
"48","2020-03-27","VLA"
"90","2020-03-27","VLA"
"149","2020-03-27","VLA"
"183","2020-03-27","VLA"
"301","2020-03-27","VLA"
"102","2020-03-27","VLA"
"220","2020-03-27","VLA"
"156","2020-03-27","VLA"
"150","2020-03-27","VLA"
"110","2020-03-27","VLA"
"70","2020-03-27","VLA"
"92","2020-03-27","VLA"
"180","2020-03-27","VLA"
"75","2020-03-27","VLA"
"86","2020-03-27","VLA"
"123","2020-03-27","VLA"
"5","2020-03-27","VLA"
"96","2020-03-27","VLA"
"196","2020-03-27","VLA"
"144","2020-03-27","VLA"
"102","2020-03-27","VLA"
"85","2020-03-27","VLA"
"71","2020-03-27","VLA"
"180","2020-03-27","VLA"
"123","2020-03-27","VLA"
"224","2020-03-27","VLA"
"155","2020-03-27","VLA"
"100","2020-03-27","BRU"
"120","2020-03-27","VLA"
"90","2020-03-27","VLA"
"75","2020-03-27","VLA"
"60","2020-03-27","VLA"
"90","2020-03-27","VLA"
"177","2020-03-27","WAL"
"186","2020-03-27","VLA"
"96","2020-03-27","VLA"
"193","2020-03-27","VLA"
"153","2020-03-27","VLA"
"129","2020-03-27","VLA"
"60","2020-03-27","VLA"
"54","2020-03-28","VLA"
"94","2020-03-28","VLA"
"210","2020-03-28","VLA"
"166","2020-03-28","VLA"
"177","2020-03-28","VLA"
"172","2020-03-28","VLA"
"80","2020-03-28","VLA"
"40","2020-03-28","VLA"
"98","2020-03-28","VLA"
"84","2020-03-28","VLA"
"120","2020-03-28","VLA"
"176","2020-03-28","VLA"
"90","2020-03-28","VLA"
"61","2020-03-28","VLA"
"156","2020-03-28","VLA"
"63","2020-03-28","VLA"
"100","2020-03-28","VLA"
"102","2020-03-28","VLA"
"94","2020-03-28","VLA"
"117","2020-03-28","VLA"
"35","2020-03-28","VLA"
"93","2020-03-28","VLA"
"68","2020-03-28","VLA"
"83","2020-03-28","VLA"
"92","2020-03-28","VLA"
"172","2020-03-28","VLA"
"60","2020-03-28","VLA"
"115","2020-03-28","VLA"
"78","2020-03-29","VLA"
"115","2020-03-29","VLA"
"80","2020-03-29","VLA"
"84","2020-03-29","VLA"
"100","2020-03-29","VLA"
"178","2020-03-29","VLA"
"148","2020-03-29","VLA"
"68","2020-03-29","VLA"
"160","2020-03-29","VLA"
"90","2020-03-29","VLA"
"160","2020-03-29","VLA"
"61","2020-03-29","VLA"
"75","2020-03-30","VLA"
"111","2020-03-30","VLA"
"125","2020-03-30","VLA"
"107","2020-03-30","VLA"
"65","2020-03-30","VLA"
"131","2020-03-30","VLA"
"100","2020-03-30","BRU"
"118","2020-03-30","VLA"
"94","2020-03-30","VLA"
"92","2020-03-30","VLA"
"165","2020-03-30","VLA"
"105","2020-03-30","VLA"
"277","2020-03-30","VLA"
"90","2020-03-30","VLA"
"214","2020-03-30","VLA"
"218","2020-03-30","VLA"
"150","2020-03-30","BRU"
"25","2020-03-30","VLA"
"140","2020-03-30","VLA"
"63","2020-03-30","VLA"
"120","2020-03-30","VLA"
"100","2020-03-30","VLA"
"198","2020-03-30","VLA"
"105","2020-03-30","VLA"
"75","2020-03-30","VLA"
"110","2020-03-30","VLA"
"125","2020-03-30","VLA"
"120","2020-03-30","VLA"
"142","2020-03-30","VLA"
"132","2020-03-30","VLA"
"182","2020-03-30","VLA"
"220","2020-03-30","VLA"
"90","2020-03-30","VLA"
"116","2020-03-30","VLA"
"193","2020-03-30","VLA"
"138","2020-03-30","VLA"
"150","2020-03-30","VLA"
"100","2020-03-30","VLA"
"100","2020-03-30","VLA"
"105","2020-03-30","VLA"
"94","2020-03-30","VLA"
"301","2020-03-30","VLA"
"80","2020-03-30","VLA"
