"cd_infection_screen","d_completed","cd_regio"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","WAL"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"4","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","WAL"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"3","2020-03-19","WAL"
"3","2020-03-19","VLA"
"1","2020-03-19","VLA"
"3","2020-03-19","VLA"
"1","2020-03-19","VLA"
"3","2020-03-19","VLA"
"2","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","WAL"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"3","2020-03-19","VLA"
"2","2020-03-19","WAL"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","VLA"
"1","2020-03-19","WAL"
"1","2020-03-19","VLA"
"1","2020-03-19","WAL"
"2","2020-03-19","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"2","2020-03-20","WAL"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","BRU"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"3","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"3","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"3","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"4","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","WAL"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"4","2020-03-20","BRU"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","BRU"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","WAL"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"2","2020-03-20","BRU"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"2","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"2","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"2","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"2","2020-03-20","WAL"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"1","2020-03-20","WAL"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-20","BRU"
"1","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","VLA"
"1","2020-03-21","BRU"
"3","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","BRU"
"1","2020-03-21","VLA"
"4","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"3","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"3","2020-03-21","VLA"
"3","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"2","2020-03-21","WAL"
"1","2020-03-21","WAL"
"2","2020-03-21","VLA"
"1","2020-03-21","VLA"
"2","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","BRU"
"1","2020-03-21","WAL"
"4","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"2","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"2","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"3","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"2","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"2","2020-03-21","BRU"
"3","2020-03-21","VLA"
"1","2020-03-21","WAL"
"2","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"2","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","BRU"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"2","2020-03-21","VLA"
"1","2020-03-21","VLA"
"2","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"2","2020-03-21","VLA"
"1","2020-03-21","BRU"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","WAL"
"1","2020-03-21","VLA"
"1","2020-03-21","WAL"
"1","2020-03-21","BRU"
"2","2020-03-21","WAL"
"2","2020-03-21","VLA"
"1","2020-03-21","WAL"
"2","2020-03-21","VLA"
"2","2020-03-21","WAL"
"2","2020-03-21","VLA"
"1","2020-03-21","VLA"
"1","2020-03-21","VLA"
"4","2020-03-22","VLA"
"2","2020-03-22","VLA"
"1","2020-03-22","VLA"
"3","2020-03-22","VLA"
"3","2020-03-22","VLA"
"1","2020-03-22","BRU"
"1","2020-03-22","WAL"
"1","2020-03-22","BRU"
"1","2020-03-22","VLA"
"1","2020-03-22","WAL"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"2","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"2","2020-03-22","VLA"
"3","2020-03-22","VLA"
"2","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"2","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","BRU"
"1","2020-03-22","BRU"
"1","2020-03-22","WAL"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"1","2020-03-22","BRU"
"1","2020-03-22","BRU"
"1","2020-03-22","BRU"
"1","2020-03-22","VLA"
"2","2020-03-22","VLA"
"1","2020-03-22","WAL"
"1","2020-03-22","BRU"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"1","2020-03-22","VLA"
"2","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","VLA"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"1","2020-03-22","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
"3","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","WAL"
"3","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"3","2020-03-23","VLA"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"2","2020-03-23","VLA"
"3","2020-03-23","VLA"
"2","2020-03-23","WAL"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","BRU"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"2","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"2","2020-03-23","BRU"
"3","2020-03-23","VLA"
"3","2020-03-23","VLA"
"3","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","BRU"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","BRU"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","BRU"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","BRU"
"1","2020-03-23","BRU"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"3","2020-03-23","VLA"
"3","2020-03-23","VLA"
"1","2020-03-23","WAL"
"3","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"2","2020-03-23","VLA"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","WAL"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","VLA"
"1","2020-03-23","BRU"
"1","2020-03-23","WAL"
"2","2020-03-23","WAL"
"1","2020-03-23","VLA"
"2","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","BRU"
"1","2020-03-23","VLA"
"3","2020-03-23","VLA"
